Attrition,BusinessTravel,Department,Education,EducationField,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Laboratory Technician,4,3210,No,3,3,15,10
No,Travel_Rarely,Research & Development,3,Medical,3,5,Manager,1,19045,Yes,3,3,36,4
Yes,Non-Travel,Research & Development,4,Life Sciences,3,3,Manager,2,11849,Yes,3,2,10,9
No,Travel_Rarely,Research & Development,3,Medical,3,1,Research Scientist,4,2070,No,4,2,5,0
No,Travel_Rarely,Sales,4,Medical,3,2,Sales Executive,4,6502,No,3,4,5,0
No,Travel_Rarely,Research & Development,2,Medical,2,1,Research Scientist,3,3230,No,3,4,3,1
No,Non-Travel,Research & Development,4,Medical,3,3,Research Director,4,13603,Yes,3,3,5,0
No,Travel_Rarely,Research & Development,3,Life Sciences,4,3,Manager,2,11996,No,3,2,7,6
No,Travel_Rarely,Sales,2,Medical,4,2,Sales Executive,1,5605,Yes,4,3,8,7
No,Travel_Frequently,Research & Development,3,Life Sciences,3,2,Manufacturing Director,2,6397,No,4,1,6,1
No,Travel_Rarely,Research & Development,1,Life Sciences,3,5,Research Director,2,19144,No,3,2,10,1
No,Travel_Rarely,Research & Development,4,Medical,3,4,Research Director,3,17584,Yes,3,2,5,1
No,Travel_Rarely,Sales,1,Life Sciences,3,2,Sales Executive,3,4907,No,4,3,20,11
No,Travel_Frequently,Sales,2,Life Sciences,3,2,Sales Executive,4,4554,No,3,2,10,0
No,Travel_Rarely,Research & Development,2,Technical Degree,3,2,Laboratory Technician,4,5415,Yes,3,3,10,0
No,Travel_Frequently,Research & Development,2,Medical,3,2,Healthcare Representative,1,4741,Yes,3,3,5,3
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Research Scientist,4,2115,No,3,3,17,5
Yes,Travel_Frequently,Research & Development,3,Life Sciences,3,1,Laboratory Technician,3,3161,Yes,4,1,1,0
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Healthcare Representative,4,5745,No,3,3,2,1
Yes,Travel_Rarely,Research & Development,4,Medical,3,1,Laboratory Technician,2,2373,Yes,3,3,3,0
No,Travel_Rarely,Research & Development,2,Life Sciences,3,1,Research Scientist,4,3310,No,4,3,5,0
No,Travel_Frequently,Research & Development,4,Life Sciences,3,5,Research Director,1,18665,Yes,3,3,3,1
No,Travel_Rarely,Research & Development,3,Technical Degree,3,2,Research Scientist,2,4485,No,3,3,8,7
No,Travel_Frequently,Sales,3,Marketing,3,1,Sales Representative,2,2789,No,3,2,2,2
Yes,Travel_Rarely,Sales,4,Marketing,2,2,Sales Executive,4,5828,Yes,3,3,8,7
No,Travel_Frequently,Research & Development,3,Medical,3,1,Research Scientist,4,2326,Yes,3,2,4,1
No,Travel_Frequently,Sales,3,Marketing,3,4,Sales Executive,2,13525,No,3,4,20,4
Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Laboratory Technician,3,1420,No,3,3,0,0
No,Travel_Rarely,Sales,3,Marketing,3,3,Sales Executive,2,8020,No,3,2,11,6
No,Travel_Frequently,Research & Development,4,Life Sciences,4,1,Laboratory Technician,4,3688,No,3,3,1,0
No,Travel_Rarely,Research & Development,3,Medical,1,2,Manufacturing Director,2,5482,No,3,3,4,1
No,Travel_Rarely,Sales,4,Life Sciences,3,4,Manager,2,16015,No,3,3,22,0
No,Travel_Rarely,Sales,3,Medical,2,1,Sales Representative,3,1200,No,3,3,0,0
No,Travel_Rarely,Research & Development,2,Medical,4,2,Healthcare Representative,1,5661,No,3,3,8,0
No,Travel_Rarely,Sales,3,Technical Degree,4,2,Sales Executive,4,6929,No,3,2,8,7
No,Travel_Rarely,Research & Development,3,Medical,4,3,Healthcare Representative,4,9613,No,3,2,18,3
No,Non-Travel,Research & Development,4,Life Sciences,3,2,Laboratory Technician,2,5674,No,3,3,9,0
No,Travel_Rarely,Sales,3,Life Sciences,2,2,Sales Executive,3,5484,No,3,2,13,4
No,Travel_Rarely,Research & Development,2,Life Sciences,2,3,Research Director,2,12061,No,3,3,10,0
No,Non-Travel,Research & Development,4,Life Sciences,1,2,Healthcare Representative,3,5660,Yes,3,3,5,1
No,Travel_Rarely,Research & Development,4,Technical Degree,3,1,Research Scientist,4,4821,Yes,3,3,5,0
No,Travel_Rarely,Human Resources,3,Human Resources,2,2,Human Resources,1,6410,No,3,3,2,1
No,Travel_Frequently,Research & Development,3,Life Sciences,3,3,Laboratory Technician,1,5210,No,3,3,24,9
No,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Research Scientist,4,2695,Yes,3,1,2,2
No,Travel_Frequently,Research & Development,4,Life Sciences,3,3,Manager,2,11878,No,3,3,10,8
No,Travel_Rarely,Research & Development,1,Medical,3,4,Manager,1,17068,Yes,3,3,21,11
No,Travel_Frequently,Research & Development,4,Life Sciences,3,1,Laboratory Technician,4,2455,No,3,3,8,1
No,Travel_Rarely,Research & Development,2,Technical Degree,2,4,Healthcare Representative,3,13964,Yes,3,3,7,0
Yes,Travel_Rarely,Research & Development,4,Medical,2,2,Research Scientist,2,4941,No,3,2,8,7
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Research Scientist,2,2478,Yes,3,2,4,1
No,Travel_Rarely,Sales,2,Technical Degree,2,2,Sales Executive,2,5228,Yes,3,3,13,11
No,Travel_Rarely,Sales,3,Life Sciences,3,2,Sales Executive,3,4478,Yes,3,3,5,0
No,Travel_Rarely,Sales,3,Marketing,3,2,Sales Executive,4,7547,No,3,3,7,1
No,Travel_Rarely,Research & Development,4,Medical,4,2,Research Scientist,4,5055,No,3,2,7,0
Yes,Travel_Rarely,Research & Development,4,Medical,1,1,Research Scientist,4,3464,Yes,3,2,3,2
No,Travel_Rarely,Research & Development,2,Medical,3,2,Research Scientist,4,5775,No,3,3,10,1
No,Travel_Frequently,Research & Development,2,Life Sciences,2,3,Manufacturing Director,3,8943,No,4,3,10,8
No,Travel_Frequently,Research & Development,2,Medical,2,5,Manager,4,19272,No,3,3,21,13
Yes,Travel_Rarely,Sales,2,Medical,3,2,Sales Executive,3,5238,Yes,3,2,1,0
No,Travel_Frequently,Sales,3,Marketing,2,2,Sales Executive,4,4682,No,3,2,7,0
No,Travel_Rarely,Research & Development,5,Life Sciences,3,5,Research Director,3,18300,No,3,3,3,1
No,Travel_Frequently,Research & Development,4,Life Sciences,2,2,Laboratory Technician,3,5257,No,3,4,9,0
No,Non-Travel,Sales,1,Marketing,3,2,Sales Executive,2,6349,Yes,3,3,5,1
No,Travel_Frequently,Research & Development,4,Life Sciences,3,2,Research Scientist,3,4869,No,3,2,4,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,3,Healthcare Representative,1,9985,No,3,2,1,0
No,Travel_Rarely,Research & Development,4,Other,3,2,Research Scientist,4,3697,No,3,3,10,9
No,Travel_Rarely,Sales,2,Medical,1,2,Sales Executive,4,7457,Yes,4,2,4,0
Yes,Travel_Rarely,Research & Development,4,Other,1,1,Laboratory Technician,1,2119,Yes,3,2,7,0
No,Travel_Rarely,Research & Development,5,Other,2,1,Laboratory Technician,4,3983,No,3,3,3,2
No,Travel_Rarely,Sales,3,Marketing,2,2,Sales Executive,3,6118,No,3,3,10,1
No,Travel_Rarely,Sales,4,Marketing,3,2,Sales Executive,2,6214,No,3,3,8,0
No,Travel_Rarely,Research & Development,2,Medical,3,2,Manufacturing Director,4,6347,No,3,2,6,0
No,Travel_Rarely,Research & Development,2,Life Sciences,2,3,Research Director,4,11510,Yes,3,3,11,2
No,Travel_Rarely,Research & Development,4,Medical,3,3,Manufacturing Director,4,7143,Yes,3,2,11,4
No,Travel_Rarely,Sales,1,Marketing,2,2,Sales Executive,2,8268,Yes,3,3,7,1
No,Travel_Rarely,Research & Development,4,Technical Degree,3,3,Manufacturing Director,2,8095,No,3,3,16,0
No,Travel_Rarely,Research & Development,1,Life Sciences,3,1,Research Scientist,4,2904,No,3,2,4,0
No,Travel_Rarely,Research & Development,3,Medical,2,2,Manufacturing Director,2,6032,Yes,3,3,5,1
No,Travel_Frequently,Sales,1,Medical,3,2,Sales Representative,3,2976,No,3,3,0,0
No,Travel_Rarely,Research & Development,5,Life Sciences,3,4,Research Director,4,15992,No,3,3,1,0
No,Non-Travel,Sales,3,Life Sciences,3,2,Sales Executive,3,4649,No,3,2,4,0
No,Travel_Rarely,Human Resources,1,Technical Degree,3,1,Human Resources,3,2696,Yes,3,3,3,1
No,Travel_Rarely,Research & Development,3,Medical,3,1,Laboratory Technician,2,2370,No,3,3,8,0
No,Travel_Rarely,Sales,1,Medical,3,3,Manager,3,12504,No,4,1,0,0
No,Travel_Rarely,Research & Development,3,Medical,4,2,Research Scientist,1,5974,Yes,3,3,7,6
No,Non-Travel,Sales,2,Technical Degree,3,2,Sales Executive,3,4736,Yes,3,4,2,2
No,Travel_Rarely,Sales,3,Life Sciences,3,2,Sales Executive,3,5296,No,3,3,8,7
No,Travel_Rarely,Research & Development,4,Other,2,2,Healthcare Representative,4,6781,No,4,3,1,0
Yes,Travel_Frequently,Sales,1,Technical Degree,2,1,Sales Representative,2,2174,Yes,3,3,3,1
No,Non-Travel,Sales,5,Medical,3,2,Sales Executive,4,6653,No,3,3,1,0
No,Travel_Frequently,Sales,4,Medical,2,3,Sales Executive,4,9699,No,3,3,13,1
No,Travel_Rarely,Research & Development,4,Medical,3,2,Healthcare Representative,3,6755,No,3,3,3,1
No,Travel_Rarely,Research & Development,4,Life Sciences,4,1,Laboratory Technician,3,2213,Yes,3,3,7,1
No,Non-Travel,Sales,2,Medical,3,1,Sales Representative,4,2610,No,4,2,3,2
Yes,Travel_Rarely,Sales,3,Marketing,3,1,Sales Representative,3,2851,Yes,3,3,1,0
No,Travel_Rarely,Research & Development,3,Medical,3,1,Laboratory Technician,1,3452,No,4,3,5,0
No,Non-Travel,Research & Development,4,Medical,3,2,Manufacturing Director,3,5258,No,3,4,1,0
Yes,Travel_Frequently,Sales,3,Marketing,3,2,Sales Executive,2,9355,No,3,3,8,7
No,Travel_Rarely,Research & Development,3,Technical Degree,2,3,Healthcare Representative,4,10496,No,3,3,4,1
Yes,Travel_Rarely,Sales,2,Marketing,2,2,Sales Executive,3,6380,Yes,3,3,6,1
No,Travel_Rarely,Research & Development,4,Life Sciences,2,1,Research Scientist,2,2657,Yes,3,3,2,2
Yes,Travel_Rarely,Sales,3,Life Sciences,4,1,Sales Representative,2,2716,No,3,3,1,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Research Scientist,4,2201,No,3,3,3,1
No,Travel_Rarely,Research & Development,4,Life Sciences,2,2,Healthcare Representative,2,6540,No,3,3,1,0
No,Travel_Rarely,Research & Development,2,Medical,3,1,Laboratory Technician,2,3816,No,3,3,5,0
No,Travel_Rarely,Sales,4,Life Sciences,3,2,Sales Executive,4,5253,No,3,3,7,0
No,Travel_Rarely,Research & Development,3,Other,2,3,Healthcare Representative,3,10965,No,4,3,5,0
No,Travel_Rarely,Sales,2,Life Sciences,3,2,Sales Executive,4,4936,No,3,2,7,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Research Scientist,3,2543,No,3,3,2,2
Yes,Non-Travel,Sales,3,Marketing,4,2,Sales Executive,4,5304,Yes,3,2,5,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,4,Manager,4,16659,Yes,3,3,5,1
No,Travel_Rarely,Sales,4,Marketing,3,2,Sales Executive,3,4260,Yes,3,4,5,0
No,Travel_Rarely,Sales,1,Technical Degree,3,1,Sales Representative,2,2476,No,3,3,1,0
Yes,Travel_Frequently,Research & Development,1,Technical Degree,3,1,Research Scientist,1,3102,No,4,3,6,0
No,Travel_Rarely,Research & Development,3,Medical,3,1,Research Scientist,2,2244,No,3,3,2,1
No,Travel_Rarely,Sales,2,Medical,2,3,Sales Executive,3,7596,No,3,3,10,9
Yes,Travel_Frequently,Research & Development,3,Technical Degree,3,1,Research Scientist,4,2285,Yes,4,3,1,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Laboratory Technician,1,3034,No,3,2,18,12
No,Travel_Rarely,Sales,2,Marketing,3,2,Sales Executive,2,5715,No,3,3,5,1
No,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Laboratory Technician,1,2576,No,3,3,5,1
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Manufacturing Director,2,4197,Yes,3,2,1,0
No,Travel_Rarely,Research & Development,3,Life Sciences,2,4,Research Director,2,14336,No,3,3,25,3
No,Travel_Rarely,Research & Development,3,Medical,2,2,Laboratory Technician,3,3448,No,4,3,1,0
No,Travel_Rarely,Research & Development,2,Medical,3,5,Research Director,1,19406,No,3,2,4,1
No,Non-Travel,Sales,4,Marketing,3,2,Sales Executive,3,6538,No,3,3,3,1
No,Travel_Rarely,Research & Development,2,Medical,3,2,Manufacturing Director,1,4306,No,3,1,13,3
No,Travel_Frequently,Research & Development,3,Medical,3,1,Laboratory Technician,4,2258,No,4,3,3,1
No,Travel_Rarely,Research & Development,4,Other,3,2,Healthcare Representative,3,4522,Yes,3,3,5,0
No,Travel_Rarely,Sales,2,Life Sciences,2,2,Sales Executive,4,4487,Yes,3,3,5,1
No,Non-Travel,Research & Development,5,Medical,3,2,Research Scientist,3,4449,Yes,3,3,13,10
No,Travel_Rarely,Research & Development,2,Life Sciences,2,1,Laboratory Technician,1,2218,No,3,3,4,3
No,Travel_Frequently,Research & Development,1,Life Sciences,3,5,Manager,3,19197,Yes,3,3,21,1
No,Travel_Frequently,Sales,3,Life Sciences,4,4,Sales Executive,1,13212,No,3,2,7,7
No,Travel_Rarely,Sales,3,Technical Degree,3,2,Sales Executive,3,6577,No,3,3,5,4
No,Travel_Rarely,Sales,3,Marketing,4,3,Sales Executive,1,8392,No,3,3,10,0
No,Travel_Rarely,Research & Development,2,Medical,3,2,Laboratory Technician,1,4558,No,3,3,10,1
Yes,Travel_Rarely,Research & Development,3,Medical,3,1,Laboratory Technician,1,4031,No,3,3,2,0
No,Travel_Rarely,Research & Development,3,Medical,2,3,Manufacturing Director,3,7969,Yes,3,3,5,0
No,Travel_Rarely,Research & Development,2,Life Sciences,3,1,Research Scientist,4,2654,No,4,2,2,0
No,Travel_Rarely,Research & Development,2,Life Sciences,3,4,Manager,4,16555,No,3,1,5,1
No,Travel_Frequently,Research & Development,2,Life Sciences,3,2,Research Scientist,3,4556,No,3,3,5,0
No,Travel_Rarely,Research & Development,3,Life Sciences,1,2,Manufacturing Director,4,6091,No,4,3,5,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,5,Manager,1,19566,No,3,1,29,11
No,Travel_Rarely,Research & Development,3,Medical,3,2,Manufacturing Director,3,4810,No,3,2,10,0
No,Travel_Frequently,Research & Development,4,Technical Degree,2,2,Healthcare Representative,4,4523,No,3,4,6,0
Yes,Travel_Rarely,Sales,1,Technical Degree,3,1,Sales Representative,2,3202,Yes,3,3,5,1
Yes,Travel_Frequently,Sales,2,Marketing,1,1,Sales Representative,3,2351,No,3,2,2,1
No,Travel_Frequently,Research & Development,2,Life Sciences,3,1,Laboratory Technician,4,1702,Yes,4,3,1,0
No,Travel_Rarely,Sales,4,Life Sciences,3,5,Manager,3,18041,No,3,3,20,1
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Research Scientist,4,2886,No,4,1,3,0
No,Non-Travel,Research & Development,3,Life Sciences,3,1,Laboratory Technician,4,2097,No,3,1,5,1
No,Travel_Rarely,Research & Development,4,Medical,2,3,Research Director,3,11935,No,3,3,10,0
Yes,Travel_Rarely,Research & Development,5,Technical Degree,2,1,Research Scientist,2,2546,No,3,4,2,1
Yes,Travel_Rarely,Human Resources,2,Technical Degree,2,1,Human Resources,4,2564,No,3,4,1,0
No,Non-Travel,Sales,4,Other,3,3,Sales Executive,1,8412,No,3,3,9,7
No,Travel_Rarely,Sales,3,Marketing,2,4,Manager,4,14118,No,3,2,1,0
No,Travel_Rarely,Research & Development,4,Life Sciences,2,4,Manager,3,17046,No,3,3,27,15
No,Non-Travel,Research & Development,3,Medical,3,1,Laboratory Technician,4,2564,No,3,2,11,6
No,Travel_Frequently,Sales,3,Marketing,2,3,Sales Executive,1,10266,No,3,4,18,13
No,Travel_Rarely,Research & Development,2,Medical,3,2,Manufacturing Director,4,5070,No,3,3,5,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,4,Research Director,3,17861,No,3,1,3,0
No,Travel_Rarely,Research & Development,3,Life Sciences,1,1,Laboratory Technician,3,4230,No,3,3,5,4
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Laboratory Technician,3,3780,No,3,3,1,0
No,Travel_Rarely,Research & Development,4,Life Sciences,2,1,Research Scientist,3,2768,No,3,3,7,5
No,Travel_Rarely,Sales,3,Marketing,2,3,Sales Executive,4,9071,Yes,3,3,3,1
No,Travel_Rarely,Research & Development,1,Life Sciences,3,3,Manufacturing Director,2,10648,No,4,4,13,0
Yes,Travel_Rarely,Research & Development,1,Medical,3,3,Manager,3,13610,Yes,3,4,7,7
Yes,Travel_Rarely,Research & Development,1,Medical,1,1,Laboratory Technician,4,3408,No,3,3,4,1
No,Travel_Rarely,Sales,1,Marketing,3,1,Sales Representative,2,2983,No,3,3,3,1
No,Travel_Rarely,Research & Development,3,Life Sciences,3,3,Healthcare Representative,3,7632,Yes,3,3,8,0
Yes,Travel_Frequently,Research & Development,3,Life Sciences,3,3,Healthcare Representative,3,9824,No,3,3,1,0
Yes,Travel_Frequently,Human Resources,3,Human Resources,3,3,Human Resources,1,9950,Yes,3,3,3,0
No,Travel_Frequently,Research & Development,2,Other,3,1,Laboratory Technician,3,2093,No,3,3,2,2
No,Non-Travel,Sales,4,Medical,3,3,Sales Executive,4,9980,No,3,2,10,9
Yes,Travel_Frequently,Research & Development,1,Technical Degree,2,1,Laboratory Technician,3,3894,No,3,3,2,1
No,Travel_Rarely,Sales,5,Marketing,3,2,Sales Executive,4,4051,No,3,3,9,6
No,Travel_Rarely,Sales,5,Life Sciences,3,4,Manager,2,16835,No,4,3,10,7
No,Non-Travel,Sales,2,Life Sciences,3,2,Sales Executive,4,6230,No,3,3,14,1
No,Travel_Rarely,Sales,3,Marketing,3,2,Sales Executive,3,4717,No,3,3,11,6
No,Travel_Rarely,Research & Development,3,Life Sciences,3,4,Manufacturing Director,3,13237,No,3,3,20,5
No,Travel_Frequently,Research & Development,1,Life Sciences,3,1,Laboratory Technician,3,3755,No,3,3,8,0
No,Travel_Rarely,Sales,1,Life Sciences,3,2,Sales Executive,4,6582,Yes,3,4,6,0
No,Travel_Rarely,Research & Development,3,Medical,3,3,Manufacturing Director,1,7406,Yes,4,2,10,5
No,Travel_Rarely,Sales,3,Other,3,2,Sales Executive,2,4805,No,3,4,8,3
Yes,Travel_Frequently,Human Resources,4,Life Sciences,3,1,Human Resources,3,2741,Yes,3,2,7,1
No,Travel_Rarely,Research & Development,3,Technical Degree,3,2,Manufacturing Director,4,4262,No,3,4,3,1
No,Travel_Rarely,Research & Development,5,Medical,4,4,Research Director,3,16184,No,3,3,6,0
No,Travel_Rarely,Sales,3,Life Sciences,2,3,Manager,4,11557,No,4,2,5,0
Yes,Travel_Frequently,Sales,3,Marketing,3,1,Sales Representative,2,1878,Yes,3,3,0,0
No,Non-Travel,Sales,3,Other,1,3,Sales Executive,1,10932,No,3,3,1,0
No,Non-Travel,Research & Development,4,Other,2,2,Healthcare Representative,3,6811,Yes,3,3,8,0
No,Travel_Rarely,Sales,2,Medical,3,2,Sales Executive,3,4306,No,3,3,0,0
No,Travel_Rarely,Sales,3,Medical,3,2,Sales Executive,3,4859,No,3,3,5,0
No,Travel_Rarely,Sales,4,Life Sciences,4,2,Sales Executive,4,5337,No,3,3,10,5
Yes,Travel_Rarely,Research & Development,3,Technical Degree,1,1,Laboratory Technician,4,2340,Yes,3,1,1,0
No,Travel_Rarely,Research & Development,3,Technical Degree,3,3,Manufacturing Director,4,7491,No,3,4,6,1
No,Travel_Frequently,Research & Development,1,Medical,3,3,Healthcare Representative,3,10527,No,3,2,2,1
No,Travel_Rarely,Sales,5,Life Sciences,3,4,Manager,1,16595,No,3,3,18,11
No,Non-Travel,Sales,4,Medical,3,3,Sales Executive,2,8834,No,3,3,9,7
No,Travel_Rarely,Research & Development,2,Technical Degree,3,2,Research Scientist,1,5577,Yes,3,3,10,6
Yes,Non-Travel,Sales,4,Other,4,2,Sales Executive,3,4707,No,3,3,4,1
No,Travel_Frequently,Sales,3,Medical,3,1,Sales Representative,4,2400,No,3,3,2,2
No,Travel_Rarely,Research & Development,3,Medical,3,2,Healthcare Representative,3,9824,No,3,3,1,0
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Manufacturing Director,2,6447,No,3,2,6,4
No,Travel_Rarely,Research & Development,4,Life Sciences,2,5,Research Director,3,19502,Yes,3,3,31,0
No,Travel_Rarely,Research & Development,3,Medical,4,1,Research Scientist,4,2725,Yes,3,3,6,1
No,Travel_Rarely,Sales,2,Marketing,3,2,Sales Executive,2,6272,No,4,4,5,1
No,Travel_Rarely,Research & Development,2,Other,2,1,Laboratory Technician,2,2127,No,4,3,1,0
No,Travel_Frequently,Human Resources,3,Medical,3,5,Manager,2,18200,No,3,3,32,10
No,Travel_Rarely,Sales,1,Medical,3,1,Sales Representative,3,2096,No,3,3,7,0
Yes,Travel_Frequently,Research & Development,3,Life Sciences,3,1,Laboratory Technician,3,2886,Yes,3,3,6,1
Yes,Travel_Frequently,Sales,4,Life Sciences,2,1,Sales Representative,1,2033,No,3,4,1,0
No,Travel_Rarely,Research & Development,2,Life Sciences,2,1,Research Scientist,4,3622,Yes,3,3,6,1
Yes,Travel_Rarely,Sales,4,Medical,3,2,Sales Executive,1,4233,No,3,1,3,1
No,Travel_Rarely,Research & Development,2,Other,2,2,Laboratory Technician,4,3681,No,3,3,3,0
No,Travel_Rarely,Sales,4,Medical,4,2,Sales Executive,4,5460,No,4,4,7,5
No,Travel_Rarely,Research & Development,4,Medical,2,1,Research Scientist,3,2187,No,3,2,5,0
No,Travel_Rarely,Sales,3,Marketing,3,2,Sales Executive,3,9602,Yes,3,2,3,1
No,Travel_Rarely,Research & Development,3,Life Sciences,2,1,Research Scientist,2,2836,No,3,4,1,0
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Healthcare Representative,4,4089,No,3,3,10,2
No,Travel_Rarely,Research & Development,4,Other,2,4,Research Director,4,16627,Yes,3,2,1,0
No,Travel_Rarely,Research & Development,1,Life Sciences,3,1,Research Scientist,1,2619,No,3,2,0,0
No,Travel_Frequently,Research & Development,5,Medical,3,2,Laboratory Technician,3,5679,Yes,3,3,8,4
No,Travel_Rarely,Research & Development,4,Life Sciences,2,4,Manager,1,15402,No,3,1,3,0
No,Travel_Rarely,Human Resources,4,Life Sciences,2,2,Human Resources,3,5985,No,3,4,2,0
No,Travel_Rarely,Sales,3,Technical Degree,3,1,Sales Representative,3,2579,Yes,3,3,8,0
Yes,Travel_Rarely,Sales,1,Marketing,3,1,Sales Representative,1,3041,No,3,3,4,0
No,Travel_Rarely,Sales,1,Technical Degree,3,1,Sales Representative,3,3447,No,3,3,3,1
No,Travel_Rarely,Research & Development,4,Other,3,5,Manager,4,19513,Yes,3,4,2,0
No,Travel_Rarely,Research & Development,1,Medical,3,1,Research Scientist,3,2773,No,4,3,2,2
No,Travel_Rarely,Sales,4,Marketing,3,2,Sales Executive,3,7104,No,3,3,5,1
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Research Scientist,4,6322,Yes,3,2,6,0
No,Travel_Frequently,Research & Development,3,Medical,3,1,Research Scientist,3,2083,No,4,3,1,0
No,Travel_Rarely,Sales,1,Medical,3,2,Sales Executive,1,8381,No,4,4,14,8
No,Travel_Rarely,Research & Development,5,Life Sciences,3,1,Research Scientist,4,2691,No,3,2,10,8
Yes,Travel_Frequently,Sales,4,Life Sciences,3,2,Sales Executive,1,4286,No,3,3,1,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Laboratory Technician,4,2659,Yes,3,3,3,0
No,Travel_Rarely,Research & Development,3,Other,3,3,Manufacturing Director,3,9434,No,3,3,10,7
No,Travel_Rarely,Sales,2,Medical,3,2,Sales Executive,3,5561,No,3,2,6,1
No,Travel_Rarely,Research & Development,4,Life Sciences,1,2,Research Scientist,4,6646,No,3,3,17,11
No,Travel_Frequently,Research & Development,3,Life Sciences,3,2,Healthcare Representative,4,7725,No,4,1,13,4
No,Travel_Rarely,Human Resources,4,Medical,3,3,Human Resources,2,10725,No,3,4,9,7
No,Travel_Rarely,Research & Development,2,Medical,2,2,Manufacturing Director,2,8847,Yes,3,3,3,0
No,Travel_Rarely,Research & Development,4,Medical,2,1,Research Scientist,4,2045,No,3,3,4,1
Yes,Travel_Rarely,Research & Development,1,Medical,3,1,Research Scientist,3,1009,Yes,3,3,1,1
Yes,Travel_Frequently,Research & Development,3,Life Sciences,3,1,Research Scientist,1,3348,Yes,3,3,10,9
No,Non-Travel,Research & Development,3,Life Sciences,2,1,Laboratory Technician,3,1281,No,3,3,1,0
No,Travel_Rarely,Research & Development,3,Medical,4,1,Research Scientist,1,2819,No,3,4,3,0
No,Travel_Rarely,Sales,3,Life Sciences,4,2,Sales Executive,2,4851,No,4,3,3,1
No,Travel_Rarely,Sales,4,Marketing,2,2,Sales Executive,4,4028,No,4,3,7,0
No,Travel_Frequently,Research & Development,4,Life Sciences,1,1,Research Scientist,4,2720,No,3,3,10,2
No,Travel_Rarely,Sales,1,Marketing,4,2,Sales Executive,2,8120,No,3,3,2,2
No,Travel_Frequently,Sales,1,Medical,4,2,Sales Executive,4,4647,Yes,4,3,6,0
No,Travel_Rarely,Research & Development,2,Life Sciences,4,1,Research Scientist,4,4680,No,3,3,1,0
No,Travel_Rarely,Research & Development,1,Medical,4,1,Laboratory Technician,3,3221,Yes,3,3,20,3
No,Travel_Rarely,Research & Development,3,Medical,2,3,Healthcare Representative,2,8621,No,3,4,8,7
Yes,Travel_Rarely,Sales,2,Life Sciences,3,2,Sales Executive,3,4577,No,3,3,2,2
No,Travel_Rarely,Research & Development,4,Technical Degree,2,2,Healthcare Representative,3,4553,No,3,3,20,11
No,Travel_Rarely,Sales,3,Marketing,3,2,Sales Executive,4,5396,No,3,2,10,0
Yes,Travel_Frequently,Sales,2,Technical Degree,3,2,Sales Executive,3,6796,Yes,3,3,4,1
No,Travel_Rarely,Research & Development,4,Life Sciences,4,2,Healthcare Representative,4,7625,No,3,2,9,1
No,Travel_Rarely,Research & Development,2,Life Sciences,3,3,Manufacturing Director,1,7412,No,3,3,9,0
No,Travel_Rarely,Research & Development,2,Life Sciences,3,3,Research Director,4,11159,No,3,3,7,7
No,Travel_Rarely,Sales,4,Marketing,3,2,Sales Executive,1,4960,No,3,3,7,1
No,Travel_Frequently,Sales,4,Life Sciences,2,3,Sales Executive,1,10475,Yes,4,3,18,1
No,Travel_Rarely,Research & Development,3,Life Sciences,4,4,Research Director,3,14814,No,3,3,5,1
No,Travel_Rarely,Human Resources,4,Human Resources,2,5,Manager,4,19141,No,3,2,21,12
No,Travel_Rarely,Sales,4,Marketing,3,2,Sales Executive,1,5405,No,3,3,2,2
No,Travel_Frequently,Research & Development,2,Life Sciences,3,3,Manufacturing Director,1,8793,No,4,2,9,1
No,Travel_Rarely,Human Resources,3,Human Resources,2,5,Manager,3,19189,No,3,3,22,2
No,Travel_Rarely,Sales,4,Marketing,3,1,Sales Representative,2,3875,No,3,3,2,2
Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,1,Research Scientist,2,2216,Yes,3,3,7,3
No,Non-Travel,Research & Development,3,Life Sciences,4,3,Research Director,1,11713,No,3,3,8,0
